task,duration,hours,confidence,interest,severity,years of experience,team size,,,,,
Feature Milestone - Team Card: Unable to add other participants as assignees of a subtask,10620000.0,8.0,10.0,10.0,1,2.2642026009582500,46,,,,,
Address Personal Challenge Issue,6923605.0,6.0,90.0,90.0,1,2.0752908966461300,46,,,,,
Employment - TImelog: Rephrasing of the notification on timelogs being synced,14422000.0,8.0,80.0,80.0,1,3.3401779603011600,36,,,,,
Employment - PCN: Added attachment is not displayed on the details of the PCN.,7816012.0,8.0,8.0,8.0,1,3.3401779603011600,45,,,,,
Scalema - Personal queries: The none website response should be not clickable,5400000.0,6.0,10.0,10.0,1,1.78507871321013,11,,,,,
HQZen Admin-OT Requests: Archived OT Requests skeletal load on the employees end,9420000.0,8.0,100.0,100.0,1,2.2477754962354600,36,,,,,
Employment-Timelogs: Payroll information button is disabled,4020000.0,4.0,5.0,5.0,1,1.864476386036960,36,,,,,
Administration: Scheduled Tasks Infinite loading,2722000.0,4.0,10.0,10.0,1,0.3586584531143050,55,,,,,
Manager/Supervisor - Accountabilities: Unable to access the accountabilities page,5844711.024,6.0,8.0,9.0,1,0.785763175906913,21,,,,,
HR Portal - Incident Reports: system generated incident report for undertime created on a holiday,7740000.0,5.0,10.0,10.0,1,1.7796030116358700,21,,,,,
Leaves - Warning message is showing up prior to filing another leave,9439430.0,6.0,100.0,100.0,1,1.7467488021902800,55,,,,,
HQZen Administration - Scheduled Tasks : Add an Indication of an Input field on Enter task title section - New scheduled task modal,4006475.0,4.0,5.0,5.0,1,1.864476386036960,36,,,,,
Organization - Executives: Revoking access to the executives did not successfully remove from the list,5580000.0,4.0,5.0,5.0,1,2.2669404517453800,55,,,,,
Profile: Unable to change profile picture and would only present the default photo after saving,11289043.0,4.0,5.0,5.0,1,3.3401779603011600,36,,,,,
Accountabilities: Accountabilities menu is enabled even its not yet the employee's start date,7840000.0,10.0,8.0,8.0,1,3.3401779603011600,36,,,,,
Scalema: Words on the View button under Email notification for client-has-pending-applicant-resume for review are misaligned,5779647.434,11.0,100.0,100.0,1,2.2477754962354600,28,,,,,
Personal Boards: Change search bar placeholder,840000.0,4.0,5.0,5.0,1,1.998631074606430,56,,,,,
Desktop App - Commenting: Send button is active without inputting any characters on the text box Copy,1940000.0,4.0,5.0,5.0,1,2.2477754962354600,15,,,,,
|Desktop App || Remove timed out banner|,11667000.0,10.0,10.0,10.0,1,0.9911019849418210,15,,,,,
Employment -Leaves: Unable to add attachment.,7476114.0,4.0,8.0,8.0,1,2.113620807665980,28,,,,,
HQZen > Contracts: Contracts Page API Integration,7020000.0,4.0,5.0,5.0,1,1.864476386036960,36,,,,,
Forms: Remove the status column in the pending tab (Retest),3577513.0,3.0,80.0,100.0,1,1.9164955509924700,56,,,,,
Scalema - Trusted Partner : Proposed Packages are not contained well,7380000.0,4.0,5.0,5.0,1,2.2477754962354600,48,,,,,
Employment-Accountabilities: Clicking Accountabilities menu redirects to Contracts page,3497110.0,4.0,5.0,5.0,1,2.113620807665980,36,,,,,
Recruitment - Send Job Offer Summary: Missing Finish button on location and signature modal,3257430.0,4.0,5.0,5.0,1,1.730321697467490,36,,,,,
Feature Milestone - Team Card: Add button for marking subtask as done and indicator/counts for timed in assignees for consistency,8943007.0,6.0,90.0,90.0,1,1.9219712525667400,56,,,,,
Feature Milestone - Card: Modify the message on the card panel under a board where user is not a member,4958683.0,6.0,90.0,90.0,1,1.9219712525667400,56,,,,,
Personal Board: Implement Copy Card Number Functionality,13980000.0,10.0,9.0,9.0,1,3.800136892539360,13,,,,,
Investigate Personal Board Card Details Endpoint & Optimize For Faster Response Times,9123084.0,16.0,8.0,10.0,1,3.780971937029430,13,,,,,
Goal Milestone: Accepted forms that was answered on the mobile app doesn't generate cards,6540000.0,16.0,8.0,8.0,1,3.800136892539360,13,,,,,
Goal Milestone: Accepted forms that was answered on the mobile app doesn't generate cards (backend),4500000.0,4.0,5.0,5.0,1,3.8193018480492800,17,,,,,
"Tasks: Missing phrase below ""Timed-out""",8792884.0,8.0,10.0,10.0,1,3.8193018480492800,13,,,,,
Personal Boards: User is able to edit due date of auto-populated cards,11383250.0,4.0,5.0,5.0,1,2.841889117043120,21,,,,,
Leaves: Leave request is dependent on the device's timezone,7182000.0,4.0,9.0,8.0,1,0.785763175906913,21,,,,,
Fix Failing Scripts: HQZen Admin Pipeline - Develop,4520828.0,8.0,80.0,100.0,1,2.631074606433950,9,,,,,
Fix Failing Scripts: Boards Milestone Pipeline - Develop,5280000.0,6.0,100.0,100.0,1,2.0150581793292300,9,,,,,
Desktop App: Change Authors filter to Task Creator filter,3720000.0,8.0,9.0,9.0,1,2.2477754962354600,15,,,,,
HQZen Help Center: Access Denied in clicking options under Supervisor/Manager.,6000000.0,10.0,10.0,10.0,1,2.2642026009582500,40,,,,,
Feature Milestone - Edit Milestone: Previous details during creation is not retained in the Edit Milestone modal,2168000.0,4.0,5.0,5.0,1,2.0150581793292300,46,,,,,
Personal Board Retest Issues,14176197.0,4.0,5.0,10.0,1,3.780971937029430,13,,,,,
Employment-Timelog: Refactor template for time logs page,14040000.0,32.0,100.0,100.0,1,1.864476386036960,55,,,,,
Supervisor/Manager-Incident Reports: Finish button is missing when approving and rejecting IR,8351008.0,8.0,10.0,10.0,1,2.113620807665980,36,,,,,
Fix Failing Scripts: Time & Money Pipeline - Develop,9769642.0,12.0,100.0,100.0,1,1.1937029431896000,9,,,,,
Boards/Milestones: People Picker - Missing Departments tab,4666000.0,8.0,10.0,10.0,1,2.2642026009582500,46,,,,,
Create A ToDo Activity Functionality,27025526.0,16.0,10.0,10.0,1,1.8453114305270400,13,,,,,
|Desktop Scheduled Tasks Multiple Assignees || Add field and property to TaskAssignment|,5700000.0,4.0,5.0,5.0,1,0.9911019849418210,15,,,,,
Overview - Timelogs: Leaves page is not accessible,3134000.0,4.0,10.0,10.0,1,1.7796030116358700,21,,,,,
ScalemaNegotiationStatusFooter Unit Test,4765000.0,4.0,5.0,5.0,1,2.1820670773442800,13,,,,,
Organization - Employment Policies - New Employment Policy: Cannot create new employment policy,3960000.0,4.0,5.0,5.0,1,1.864476386036960,36,,,,,
Logging in redirects to Personal board instead of the Home page,8700000.0,10.0,8.0,8.0,1,3.3401779603011600,36,,,,,
Scalema - Trusted partner : A solution video reflects in a solution where a video reference wasn't input,2493698.0,4.0,5.0,5.0,1,1.5578370978781700,11,,,,,
Scalema - Negotiations : The send counter button is active with an empty pricing field,7140000.0,8.0,8.0,8.0,1,2.113620807665980,11,,,,,
Scalema - Client : Solution Package count is not accurate,6454065.0,8.0,8.0,8.0,1,2.113620807665980,11,,,,,
|Desktop Scheduled Tasks Multiple Assignees || ScheduledTaskListViewResource|,12720000.0,16.0,7.0,7.0,1,2.2477754962354600,15,,,,,
Recruitment - Rejecting Job offer: Job applicant doesn't get email when their job application is rejected,2800346.0,6.0,10.0,10.0,1,1.787816563997260,28,,,,,
|Desktop Scheduled Tasks Multiple Assignees || ScheduledTaskCalendarViewResource|,20799916.0,16.0,7.0,7.0,1,2.113620807665980,15,,,,,
Scalema - Send Contract: Submit button is not found,3913301.0,6.0,90.0,100.0,1,2.2477754962354600,56,,,,,
Fix Failing Scripts: HR Policy Pipeline - Develop,10500000.0,10.0,95.0,100.0,1,1.2813141683778200,9,,,,,
Allow Only Milestone Leads to Edit/Close Feature Milestones,13475558.0,4.0,5.0,5.0,1,3.780971937029430,13,,,,,
Create New Script: HQZen Business Sign Up,6046396.0,8.0,100.0,100.0,1,1.1937029431896000,9,,,,,
Forms- User cannot submit answer for dropdown questions,2880000.0,4.0,5.0,5.0,1,4.030116358658450,21,,,,,
|Desktop Scheduled Tasks Multiple Assignees || ScheduledTaskResource (delete)|,12625000.0,14.0,9.0,10.0,1,0.9911019849418210,15,,,,,
|Employment - PCN: Rephrase To finish,3175000.0,2.0,10.0,10.0,1,1.2813141683778200,36,,,,,
Create New Script: Supervisor/Manager Accountabilities: Verify that the Supervisor/Manager can edit Accountability,7380000.0,5.0,85.0,100.0,1,2.631074606433950,9,,,,,
Tasks: Executives are not automatically added unto the boards (Retest),1641000.0,10.0,10.0,10.0,1,2.2642026009582500,46,,,,,
Create New Script: Command Board - Form Setup: Verify that Executives can move section up/down,5226000.0,4.0,5.0,5.0,1,1.2813141683778200,9,,,,,
HQZen: Implement pivotable to mobile option on card creation,10320000.0,8.0,8.0,8.0,1,3.8193018480492800,13,,,,,
Create New Scripts: Supervisor/Manager - Payroll Issues - Timelog Issues Tab: Verify that Filter items works,6521000.0,14.0,100.0,100.0,1,2.0150581793292300,9,,,,,
Getting Started: Percentage overlapping the progress bar,13389000.0,16.0,8.0,8.0,1,2.841889117043120,13,,,,,
Add `is_personal_milestone` field to returned Forms Response Used on Mobile,16504467.0,12.0,10.0,10.0,1,3.780971937029430,13,,,,,
Help Manager - Topics: Search bar and add topic button will be hidden when empty state is displayed,1474000.0,4.0,5.0,5.0,1,1.5003422313483900,37,,,,,
Help Manager - Subtopics: Wrong writing direction when inputting text on steps,1680000.0,4.0,5.0,5.0,1,3.433264887063660,46,,,,,
Board - Card: User that is not a member of board can access the board and join card through card link,4262000.0,6.0,10.0,10.0,1,2.2642026009582500,46,,,,,
Create New Script: Employee List: Verify that the Supervisor/Manager can file an Incident Report to the Employee,8006487.0,8.0,100.0,100.0,1,1.1937029431896000,9,,,,,
Supervisor/Manager-Incident Reports: Add a reason to reject,8928000.0,3.0,100.0,100.0,1,2.2477754962354600,55,,,,,
Supervisor/Manager-Accountabilities: Searching for non-existent accountability displays incorrect empty state,5684355.0,4.0,100.0,100.0,1,1.7467488021902800,36,,,,,
HQZen Admin : Commenting with long titled attachment cuts off the download button,11820000.0,5.0,8.0,8.0,1,3.3401779603011600,55,,,,,
Workforce-Employees: Adding a successful modal and information to onboard newly added employees to the workforce,7077000.0,20.0,10.0,10.0,1,1.2813141683778200,55,,,,,
Workforce-Employees: Incorrect error message display for inputting white spaces in the firstname and last name when adding an employee,8117084.0,4.0,100.0,100.0,1,1.7467488021902800,36,,,,,
Personal Board - Card: Search results are not displayed when searching a subtask,2070000.0,4.0,5.0,5.0,1,2.0150581793292300,46,,,,,
Department: Incorrect error message display for inputting white spaces in the title,5939982.0,4.0,100.0,100.0,1,1.7467488021902800,36,,,,,
Manager/Supervisor-Accountabilities: Edit Price to Unit Price on Add Item/Edit modal to match Item details page,4908076.0,4.0,100.0,100.0,1,1.7467488021902800,36,,,,,
Manager/Supervisor: Pending Supervisor/Manager status auto checked when Pending HR Confirmation status filter is fetched,4456000.0,4.0,5.0,5.0,1,1.5578370978781700,55,,,,,
Administration - Staff: Currency dropdown displays behind the payroll period,3480000.0,4.0,5.0,5.0,1,2.2669404517453800,36,,,,,
Organization-Memorandums: No error message displays when adding white spaces on the description,11315000.0,4.0,5.0,5.0,1,1.864476386036960,36,,,,,
HQZen Admin - Contracts: Executive Name title is displayed instead of real name of an Executive when signing a contract,2653000.0,4.0,5.0,5.0,1,2.1656399726214900,21,,,,,
|Finds Job: After acknowledging the job offer contract,10102513.0,4.0,8.0,8.0,1,3.8193018480492800,13,,,,,
Create New Script: Verify that Executives can preview form,3121000.0,8.0,100.0,100.0,1,1.998631074606430,9,,,,,
Boards - Card: Board members are not fetched on the people picker modal in selecting members for a card,10740000.0,8.0,10.0,10.0,1,2.2642026009582500,46,,,,,
Change The View Containing Hqzen Cards To Support Drag & Drop,20307000.0,16.0,9.0,9.0,1,2.841889117043120,13,,,,,
Scalema - client : User can proceed without selecting a country code,2880000.0,4.0,8.0,8.0,1,2.1820670773442800,11,,,,,
Scalema - Client : User is redirected to the old UI page when they submit a query,4825784.0,18.0,8.0,8.0,1,2.113620807665980,17,,,,,
JOWU: Add department/team selector if user role set to manager/supervisor,6908000.0,4.0,5.0,5.0,1,1.212867898699520,21,,,,,
Create New Scripts: Supervisor/Manager - Payroll Issues - Timelog Issues Tab: Verify that Manager/Supervisor can Resolve Timelog Issue,4980000.0,4.0,5.0,5.0,1,1.2813141683778200,9,,,,,
Create New Script: Boards - Form Setup: Verify that Executives can delete field in form sections,5100000.0,3.0,100.0,100.0,1,1.998631074606430,9,,,,,
Create New Script: Verify that View option works: Grid and List,8712434.0,4.0,5.0,5.0,1,1.1937029431896000,9,,,,,
HQZen Admin : Commenting with long titled attachment cuts off the download button,4082000.0,4.0,5.0,5.0,1,2.2477754962354600,36,,,,,
Scalema- Client : Card panel does not close when a user finishes to edit a query,3367595.0,6.0,8.0,8.0,1,2.113620807665980,11,,,,,
Personal Board: Newly Created users only has group tab displayed,17877765.0,15.0,10.0,10.0,1,3.780971937029430,13,,,,,
Supervisor/Manager-DAF: Add cleansing date and status filters,6371000.0,8.0,80.0,100.0,1,1.9164955509924700,48,,,,,
Fix MainActivity Memory Leaks,4984000.0,1.0,7.0,7.0,1,2.841889117043120,13,,,,,
Create View & Implement Logic For The Comments Activity II,25620000.0,13.0,8.0,10.0,1,3.780971937029430,17,,,,,
Create New Script: Board: Verify that the user can create new board,5704703.0,5.0,100.0,100.0,1,1.998631074606430,9,,,,,
Scalema - Client : The send counter button is active with deleted specialties,4860000.0,4.0,5.0,5.0,1,1.78507871321013,11,,,,,
Get Started: Putting the Acknowledge/Signature button to the bottom of the page,1359969.0,4.0,5.0,5.0,1,1.73305954825462,17,,,,,
Personal Board: Uploading attachment offline does not return snack bar,11672952.0,16.0,10.0,10.0,1,1.8453114305270400,13,,,,,
Personal Board: Progress bar does not update when the user unmark a subtask,26195995.0,16.0,10.0,8.0,1,2.841889117043120,13,,,,,
Personal Board: Cards in Done Tab are still editable,25588637.0,14.0,9.0,10.0,1,2.841889117043120,13,,,,,
Personal Board: Subtask indicator is green on ongoing progress,28824907.0,11.0,10.0,10.0,1,3.780971937029430,13,,,,,
Profile: Unable to change profile picture and would only present the default photo after saving,2108000.0,4.0,5.0,5.0,1,2.2477754962354600,55,,,,,
Org Executive: Unnecessary scroll bars are displayed in workforce dropdown,6004000.0,4.0,5.0,5.0,1,2.2477754962354600,36,,,,,
Employment-Incident Report: Empty state and infinite loading displayed together if no results found,2340000.0,4.0,5.0,5.0,1,2.2477754962354600,36,,,,,
Contracts: Add a search bar and filter button,12900000.0,18.0,100.0,100.0,1,1.7467488021902800,55,,,,,
Employment-Documents: Long text filename overlaps the card container,4142748.0000000000,5.0,8.0,8.0,1,3.3401779603011600,55,,,,,
Employment-Documents: Clicking the clear all button triggers the error message,6311813.0,8.0,8.0,8.0,1,3.3401779603011600,55,,,,,
Employment-Documents: Modal title for acknowledging a document displays incorrect,7262000.0,8.0,10.0,10.0,1,2.113620807665980,36,,,,,
Employment-Documents: Clicking apply button results in an empty state,6743507.0,6.0,100.0,100.0,1,1.7467488021902800,36,,,,,
Employment-Documents: The secondary empty state displays incorrectly,6399000.0,6.0,10.0,10.0,1,2.113620807665980,36,,,,,
SME- Contracts: Clicking the Home Breadcrumbs redirects to blank page,8280000.0,4.0,5.0,5.0,1,0.6187542778918550,55,,,,,
Contracts: Count is missing for unsigned contracts,9664109.0,7.0,10.0,10.0,1,2.2477754962354600,36,,,,,
Contracts: Add empty state in contracts page for all applicant's accounts,9525000.0,12.0,8.0,8.0,1,3.3401779603011600,36,,,,,
Scalema - Trusted partner : There is infinity loading when trusted Partner puts above 5 figure on Number of Applicants.,4500000.0,2.0,10.0,10.0,1,1.78507871321013,11,,,,,
Create New Script: Supervisor/Manager - Overtime Requests Page: Verify that Supervisor/Manager can send comments on the Overtime Requests,7871291.0,8.0,100.0,80.0,1,1.2813141683778200,9,,,,,
Add Support For Android 13,23548000.0,15.0,10.0,10.0,1,3.780971937029430,13,,,,,
Reports: Some of the tasks are not contained well in the daily format.,7252279.0,12.0,80.0,80.0,1,1.9219712525667400,39,,,,,
Personal Board: Newly created account's column height is short,8337000.0,4.0,10.0,10.0,1,2.2642026009582500,40,,,,,
Help - Topic: All tags (not selected) are displayed on all topics,3841000.0,25.0,10.0,10.0,1,2.2286105407255300,40,,,,,
Help Manager - Tags Selection Modal: Select all button has no functionality and selected tags shows unselected on the modal,6600000.0,4.0,5.0,5.0,1,2.108145106091720,40,,,,,
Help center - Departments: Pagination display/data is the same on all the pages,7200000.0,10.0,100.0,100.0,1,1.864476386036960,40,,,,,
Command Boards: No columns display in Ticket Tracker,5796000.0,7.0,70.0,70.0,1,1.2785763175906900,40,,,,,
Update OnBoarding Feature Views,15314627.393000000,16.0,10.0,10.0,1,3.8193018480492800,13,,,,,
Update OnBoarding Feature Views,21709575.0,10.0,90.0,100.0,1,1.9164955509924700,48,,,,,
Cards: Editing a card's description some of the formatting toolbar isn't functioning,16680000.0,25.0,10.0,10.0,1,2.2286105407255300,40,,,,,
Business Sign Up: Long text filename overlaps the card container,6664558.0,4.0,5.0,5.0,1,0.6187542778918550,21,,,,,
Feature Milestones - Assessments: Add Alert message when disabling Estimations,9900000.0,5.0,10.0,10.0,1,2.2642026009582500,40,,,,,
Business Sign Up: Add an image to your workforce is not working,1861000.0,4.0,10.0,10.0,1,1.7796030116358700,21,,,,,
Business Sign Up: Previous and Next button displays behind the steps to create a new business account,3630000.0,5.0,7.0,8.0,1,0.785763175906913,21,,,,,
Business Sign Up: Privacy Policy link did not redirect to the exact page,3360000.0,4.0,5.0,5.0,1,1.7796030116358700,21,,,,,
Business Sign Up: Capslock warning icon did not display,4100000.0,3.0,10.0,10.0,1,1.7796030116358700,21,,,,,
Desktop App: Highlight input fields in signin page and tasks search bar when focused,5051000.0,6.0,10.0,10.0,1,0.9911019849418210,15,,,,,
Desktop App: Adjust text placeholders to lower case,7675000.0,6.0,10.0,10.0,1,0.9911019849418210,15,,,,,
Scalema - Client : Client should be able to view scheduled tasks of employees when filtered by date,7260000.0,12.0,8.0,8.0,1,2.1820670773442800,17,,,,,
Fix Failing Scripts: Time/Money Pipeline - Staging,12536214.0,8.0,100.0,100.0,1,1.1937029431896000,9,,,,,
|Desktop Scheduled Tasks Multiple Assignees || AssigneesListResource|,8443000.0,4.0,8.0,8.0,1,1.78507871321013,15,,,,,
Scalema - Trusted Partner: Archive date/time details is incorrect,4224000.0,13.0,8.0,8.0,1,2.113620807665980,17,,,,,
Employment - Incident Reports: Incident reports disappear from the list upon being acknowledged,4786111.0,8.0,10.0,10.0,1,2.113620807665980,36,,,,,
Timelog- Payslip: Page is not responsive after clicking the Print Document button,6612000.0,4.0,5.0,5.0,1,3.3401779603011600,55,,,,,
Contracts: To remove the contracts menu in the org executive's account,4511000.0,3.0,10.0,10.0,1,1.2813141683778200,36,,,,,
Create New Scripts: Supervisor/Manager - Payroll Issues - Timelog Issues Tab: Verify that Manager/Supervisor can Reject Timelog Issue,4800000.0,6.0,100.0,100.0,1,2.0150581793292300,9,,,,,
Desktop App: Marking multiple tasks as done including timed in task will repeat the confirmation/summary modal,9090000.0,10.0,8.0,10.0,1,0.9911019849418210,15,,,,,
Help Center v2: Clicking a category on the sidebar redirects to a 404 page,3120000.0,4.0,5.0,5.0,1,2.2642026009582500,40,,,,,
HQZen Help Center - Created Topic without Subtopics does not display the Topic's Description,1847000.0,8.0,10.0,10.0,1,2.2642026009582500,40,,,,,
Milestones - Goal Milestones: Add indicator that forms are still generating after creating goal milestone,300000.0,4.0,5.0,5.0,1,2.2286105407255300,56,,,,,
TFA Code: No TFA code email being sent when user changes email address in Profile Page,2103000.0,5.0,10.0,10.0,1,1.7796030116358700,21,,,,,
Scalema: Wrong error message in creating account with empty phone number,5220000.0,4.0,10.0,10.0,1,1.78507871321013,11,,,,,
Card Subtask: Add confirmation modal for marking subtask with timed in user as done,4080000.0,4.0,100.0,100.0,1,2.108145106091720,56,,,,,
[HQZen] Administration > Platform Settings: Application and Website Updates and Migration Fixes,6317407.0,20.0,9.0,9.0,1,1.864476386036960,55,,,,,
Create New Scripts: Supervisor/Manager - Payroll Issues - Timelog Issues Tab: Verify that Manager/Supervisor can view Pending Timelog Issue Info,6660000.0,4.0,5.0,5.0,1,1.2813141683778200,9,,,,,
Combine Functionalities Of TimelogHomeFragment & TasksFragment into One Fragment Responsible For TimeLogging,17792649.0,15.0,10.0,10.0,1,3.780971937029430,17,,,,,
Feature Milestone - Assessments: Missing columns on assessments table when there more than 1 cards,2134000.0,4.0,5.0,5.0,1,3.433264887063660,46,,,,,
HQA Separation Feature - Admin - Separation Page,4819000.0,12.0,90.0,100.0,1,1.1827515400410700,48,,,,,
HQA Separation Feature - Supervisor/Manger - Separation Page,10620000.0,44.0,90.0,100.0,1,1.1827515400410700,48,,,,,
HQA Separation Feature - Employment - About Page,14958000.0,28.0,90.0,100.0,1,1.1827515400410700,48,,,,,
Help Center v2: Infinite loading in Filter tags,1200000.0,1.0,60.0,70.0,1,1.2785763175906900,46,,,,,
Scalema - Client: Duplication of a Signed Contract when trusted partner reissues a contract.,5640000.0,10.0,8.0,8.0,1,2.1820670773442800,17,,,,,
Job Application: Implement asking salary in mobile,23499000.0,16.0,10.0,10.0,1,3.780971937029430,13,,,,,
Personal: Adding the Archived column (backend),7376583.0,4.0,5.0,5.0,1,3.780971937029430,17,,,,,
Staging Retest Issues Android,7354000.0,3.0,7.0,7.0,1,2.841889117043120,13,,,,,
Scalema - Client: No columns display in Personal Board,5314000.0,5.0,8.0,8.0,1,2.1820670773442800,17,,,,,
Desktop App: Warning pop up for idle time keeps showing while user is active,8400000.0,4.0,5.0,5.0,1,1.78507871321013,15,,,,,
Upgrade Android Gradle Plugin & Gradle Version To Version 8.0.1,17134668.0,16.0,10.0,9.0,1,2.841889117043120,13,,,,,
Supervisor/manager - Incident Reports: The subheaders are still displayed with the empty state,6342000.0,8.0,10.0,10.0,1,2.113620807665980,39,,,,,
Supervisor-Incident Report: Making changes to the IR causes infinite loading,3391000.0,4.0,5.0,5.0,1,0.9938398357289530,55,,,,,
Leaves: Attached Image does not show preview when adding supportive attachments to filing a leave,4656000.0,4.0,5.0,5.0,1,2.2477754962354600,36,,,,,
Employment-Documents: Clearing Date range filters changes to the date today,7440000.0,12.0,10.0,10.0,1,2.2477754962354600,45,,,,,
Feature Milestone - Assessments: Status column does not update when enabling/disabling estimations,6420000.0,22.0,10.0,10.0,1,2.2286105407255300,46,,,,,
Email Template: User Email Verification,3660000.0,4.0,80.0,100.0,1,1.9219712525667400,48,,,,,
Email Template: Employer Email for Unproductive Employees,6034439.0,4.0,80.0,100.0,1,1.9219712525667400,48,,,,,
Negotiations: Receiving and Sending a Negotiation will be doubled,15080000.0,13.0,10.0,10.0,1,1.8453114305270400,13,,,,,
Email Template: Whitelist IP Address,4776000.0,2.0,100.0,100.0,1,1.1827515400410700,48,,,,,
Email Template: Job Posting Notification,8265000.0,4.0,5.0,5.0,1,1.1827515400410700,48,,,,,
|Email Template: Pending,4980000.0,2.0,100.0,100.0,1,1.1827515400410700,48,,,,,
Email Template: Mobile Time Logging Request Email Report,6420000.0,5.0,100.0,100.0,1,1.1827515400410700,48,,,,,
|Scheduled Task: When navigating the new task on the Calendar view,3240000.0,4.0,5.0,5.0,1,3.800136892539360,17,,,,,
Feature Milestone - Cards: Search functionality is not working when show request is toggled on,2238000.0,10.0,100.0,100.0,1,1.5003422313483900,40,,,,,
Help Center v2-Categories-Topics: Going to the next topic would show the end of topic,7834000.0,6.0,10.0,10.0,1,2.2642026009582500,40,,,,,
Getting Started: Vertical scroll is not implemented on long description cards,21075186.0,16.0,9.0,10.0,1,2.841889117043120,17,,,,,
Getting Started: Links added on description cannot be copied or accessed,9420000.0,4.0,10.0,10.0,1,3.8193018480492800,17,,,,,
Getting Started: Long and formatted description triggers showing dummy data,22225209.0,16.0,8.0,7.0,1,2.841889117043120,17,,,,,
Find Jobs: Implement Scheduled Interview column,12007000.0,16.0,8.0,8.0,1,3.800136892539360,17,,,,,
Schedule Task: Putting an option once the said scheduled task is done.,18497000.0,16.0,10.0,10.0,1,1.8453114305270400,17,,,,,
Workforce page: To change breadcrumb from Personal to Home,3988808.0,4.0,5.0,5.0,1,2.113620807665980,17,,,,,
Scalema - Trusted Partner: Implementation of the Message module in Contract page,39486666.0,16.0,8.0,8.0,1,2.1820670773442800,15,,,,,
Scheduled task: Implementing a option modal to time in to for Upcoming scheduled task,16712164.0,16.0,10.0,10.0,1,3.780971937029430,17,,,,,
Memorandums: Employees that hasn't finished onboarding was included as recipients,5592000.0,8.0,100.0,100.0,1,2.2477754962354600,55,,,,,
Employment - Payroll Issues: Clicking to open a filed Schedule issue with an attachment brings about an infinite loading,2820000.0,4.0,5.0,5.0,1,1.864476386036960,55,,,,,
HQZen Administration- Workforce Creation: Will not redirect to the newly create workforce.,4645215.0,4.0,5.0,5.0,1,2.2477754962354600,45,,,,,
Manager/Supervisor - Employees: Print button on employee DAF does not work,11297000.0,10.0,100.0,100.0,1,3.3401779603011600,39,,,,,
HRP Email Template: Employee is Unblocked,1740000.0,3.0,100.0,100.0,1,1.1827515400410700,48,,,,,
HRP Email Template: Employee Request to Unblock,3968000.0,4.0,5.0,5.0,1,1.1827515400410700,48,,,,,
Feature Milestone : Members: There is no add members button under the milestones creation and editing modals.,3381000.0,4.0,5.0,5.0,1,2.8993839835729000,48,,,,,
Updated Terms and Policy Page,14760000.0,16.0,90.0,100.0,1,2.2477754962354600,48,,,,,
Boards - Card: unable to fetch data in activities,3257000.0,6.0,10.0,10.0,1,2.2642026009582500,40,,,,,
AppNotification: Create a resource to update seen and read for notifications,10820000.0,12.0,10.0,10.0,1,2.2477754962354600,28,,,,,
[Command Boards v3] Fix display issues on Card Commenting,15486274.432,8.0,90.0,100.0,1,2.236824093086930,40,,,,,
Milestones - Goal Milestones: Add indicator that forms are still generating after creating goal milestone,6360000.0,8.0,100.0,100.0,1,2.108145106091720,48,,,,,
Administration-Accountabilities-Edit History: Issued to Employee labeled as creator of the accountability,5534251.608,4.0,5.0,5.0,1,2.113620807665980,55,,,,,
Employment - Accountabilities: The employee accountability page is not responsive to screen resizing/small size screens,6120000.0,14.0,10.0,10.0,1,2.2477754962354600,55,,,,,
Employment-Timelogs: Searched task options still show up when Adding new timelog task,7560000.0,13.0,100.0,100.0,1,2.2477754962354600,55,,,,,
Supervisor/Manager-Overtime Requests: Pending statuses are not displayed at the top of the list,4806946.512,8.0,100.0,100.0,1,3.3401779603011600,55,,,,,
HQZen Admin-Schedule Issues: Remove Archive status option on the Filter items modal,7339000.0,8.0,8.0,8.0,1,3.3401779603011600,55,,,,,
Timelog - Payslip: Modify the header info of payslip to make it look an official document,4127000.0,4.0,5.0,5.0,1,1.9219712525667400,48,,,,,
Milestone Enhancements,7785000.0,100.0,100.0,16.0,1,5.429158110882960,1,,,,,
AppNotification: Integrate fetching of Notifications,2818449.0,4.0,5.0,5.0,1,0.865160848733744,28,,,,,
AppNotification: Integrate fetching of new and done Todos,7440000.0,10.0,10.0,10.0,1,2.236824093086930,28,,,,,
Find Jobs: Incomplete requirements show up even if the user finished all the requirements,4696000.0,4.0,10.0,10.0,1,3.8193018480492800,17,,,,,
Inbox - New Task: Doesn't fetch the newly created task (Copy),844000.0,4.0,5.0,5.0,1,1.73305954825462,17,,,,,
Employment - PCN: Unable to access a specific PCN,5332000.0,4.0,8.0,8.0,1,0.785763175906913,17,,,,,
Goal Milestone: Add Forms section III Copy Copy,1381000.0,4.0,5.0,5.0,1,1.73305954825462,17,,,,,
Scalema - Client : The Get Started Modal accepts space inputs,4524687.0,10.0,8.0,8.0,1,2.113620807665980,17,,,,,
Board - Card Progress: Sort by filter is not working,11760000.0,20.0,10.0,10.0,1,2.2286105407255300,40,,,,,
[HQZen] Administration > Platform Settings: Application and Website Setting Choice Migration,2955000.0,4.0,5.0,5.0,1,2.2477754962354600,55,,,,,
Administration - Staff - Timelogs: Employees timed in to no tasks have empty timelogs,1848000.0,4.0,5.0,5.0,1,1.212867898699520,17,,,,,
